cell_id,wilaya,band,users,latency_ms,packet_loss_pct,traffic_mbps,availability_pct,is_anomaly
DZ-CELL-1547,Annaba,B3 (1800 MHz LTE),1209,44.2,0.78,424.71,99.97,0
DZ-CELL-1548,Tlemcen,B3 (1800 MHz LTE),883,41.41,0.84,263.62,99.51,0
DZ-CELL-1549,Ouargla,B3 (1800 MHz LTE),898,75.86,3.37,861.52,96.5,1
DZ-CELL-1550,Constantine,B20 (800 MHz LTE),998,18.77,0.18,469.61,99.74,0
DZ-CELL-1551,Tizi Ouzou,B3 (1800 MHz LTE),942,41.81,0.74,350.33,99.41,0
DZ-CELL-1552,Algiers,B20 (800 MHz LTE),1146,28.44,0.14,661.44,99.77,0
DZ-CELL-1553,Ouargla,B3 (1800 MHz LTE),1085,35.33,0.11,353.29,99.93,0
DZ-CELL-1554,Setif,B20 (800 MHz LTE),355,41.46,0.08,446.91,99.72,0
DZ-CELL-1555,Blida,n78 (3.5 GHz 5G),583,25.7,0.05,455.28,99.78,0
DZ-CELL-1556,Constantine,B7 (2600 MHz LTE),600,34.58,0.12,534.03,99.48,0
DZ-CELL-1557,Chlef,n78 (3.5 GHz 5G),771,27.55,0.05,468.32,99.83,0
DZ-CELL-1558,Bejaia,B7 (2600 MHz LTE),771,31.39,0.39,470.18,99.82,0
DZ-CELL-1559,Constantine,B7 (2600 MHz LTE),841,34.58,0.35,471.82,99.94,0
DZ-CELL-1560,Oran,n78 (3.5 GHz 5G),625,39.01,1.06,573.14,99.99,0
DZ-CELL-1561,Bejaia,B7 (2600 MHz LTE),382,41.08,0.74,450.41,99.95,0
DZ-CELL-1562,Batna,B7 (2600 MHz LTE),989,27.88,1.2,467.83,99.92,0
DZ-CELL-1563,Annaba,n78 (3.5 GHz 5G),652,37.08,0.05,394.75,99.86,0
DZ-CELL-1564,Biskra,B20 (800 MHz LTE),424,26.93,0.23,343.88,99.83,0
DZ-CELL-1565,Batna,B20 (800 MHz LTE),874,36.56,0.08,558.58,99.97,0
DZ-CELL-1566,Biskra,B3 (1800 MHz LTE),672,21.91,0.24,437.11,99.99,0
DZ-CELL-1567,Tizi Ouzou,n78 (3.5 GHz 5G),884,43.76,0.1,385.45,99.79,0
DZ-CELL-1568,Tizi Ouzou,B20 (800 MHz LTE),965,29.56,1.02,369.76,99.89,0
DZ-CELL-1569,Biskra,B7 (2600 MHz LTE),684,37.71,0.79,353.95,99.78,0
DZ-CELL-1570,Oran,n78 (3.5 GHz 5G),767,40.87,0.08,394.18,99.78,0
DZ-CELL-1571,Blida,B20 (800 MHz LTE),1142,29.17,1.45,457.31,99.97,0
DZ-CELL-1572,Biskra,n78 (3.5 GHz 5G),983,40.37,0.39,434.93,99.87,0
DZ-CELL-1573,Tiaret,B20 (800 MHz LTE),1006,22.14,0.25,674.33,99.92,0
DZ-CELL-1574,Batna,B20 (800 MHz LTE),1101,33.57,0.1,500.37,99.65,0
DZ-CELL-1575,Annaba,n78 (3.5 GHz 5G),943,43.02,0.05,512.5,99.66,0
DZ-CELL-1576,Ghardaia,n78 (3.5 GHz 5G),995,26.57,0.13,579.04,99.92,0
DZ-CELL-1577,Oran,B7 (2600 MHz LTE),949,38.76,0.42,665.73,99.77,0
DZ-CELL-1578,Tlemcen,B20 (800 MHz LTE),471,45.71,0.15,399.12,99.76,0
DZ-CELL-1579,Bejaia,B20 (800 MHz LTE),1008,36.64,0.62,335.21,99.95,0
DZ-CELL-1580,Tiaret,B20 (800 MHz LTE),1086,34.44,0.05,386.85,99.87,0
DZ-CELL-1581,Algiers,n78 (3.5 GHz 5G),1124,30.43,0.28,538.68,100.0,0
DZ-CELL-1582,Setif,B3 (1800 MHz LTE),809,29.59,0.05,362.21,99.84,0
DZ-CELL-1583,Bejaia,B3 (1800 MHz LTE),1270,27.91,0.49,384.27,99.33,0
DZ-CELL-1584,Tizi Ouzou,n78 (3.5 GHz 5G),1206,46.63,0.31,296.45,99.5,0
DZ-CELL-1585,Ghardaia,B20 (800 MHz LTE),1082,23.99,0.56,449.25,99.93,0
DZ-CELL-1586,Ouargla,B7 (2600 MHz LTE),1268,33.84,1.04,550.25,99.77,0
DZ-CELL-1587,Bejaia,B20 (800 MHz LTE),1082,31.13,0.05,507.78,99.94,0
DZ-CELL-1588,Annaba,B7 (2600 MHz LTE),993,23.47,0.45,453.81,99.74,0
DZ-CELL-1589,Bejaia,B20 (800 MHz LTE),860,40.74,0.37,342.98,99.92,0
DZ-CELL-1590,Biskra,B7 (2600 MHz LTE),682,34.15,0.23,576.95,99.97,0
DZ-CELL-1591,Biskra,B3 (1800 MHz LTE),1008,22.27,0.05,396.64,99.84,0
DZ-CELL-1592,Tizi Ouzou,B3 (1800 MHz LTE),983,52.0,0.05,243.24,99.81,0
DZ-CELL-1593,Setif,n78 (3.5 GHz 5G),1042,21.58,0.05,414.54,99.92,0
DZ-CELL-1594,Algiers,B20 (800 MHz LTE),843,34.06,0.34,620.47,99.92,0
DZ-CELL-1595,Tiaret,B7 (2600 MHz LTE),924,25.87,0.5,300.41,99.77,0
DZ-CELL-1596,Oran,B20 (800 MHz LTE),675,29.01,0.45,503.83,99.76,0
DZ-CELL-1597,Blida,n78 (3.5 GHz 5G),624,39.77,0.93,570.17,99.86,0
DZ-CELL-1598,Constantine,B7 (2600 MHz LTE),1013,42.8,0.09,709.47,99.62,0
DZ-CELL-1599,Constantine,B20 (800 MHz LTE),626,29.78,1.45,453.58,99.98,0
DZ-CELL-1600,Chlef,B20 (800 MHz LTE),1412,27.18,0.35,501.57,99.84,0
DZ-CELL-1601,Ghardaia,B7 (2600 MHz LTE),651,36.93,0.77,340.26,99.99,0
DZ-CELL-1602,Setif,n78 (3.5 GHz 5G),1283,31.85,0.13,580.51,99.54,0
DZ-CELL-1603,Ouargla,B20 (800 MHz LTE),509,34.59,0.59,621.52,99.91,0
DZ-CELL-1604,Tiaret,B20 (800 MHz LTE),735,48.23,0.09,535.31,99.91,0
DZ-CELL-1605,Ouargla,B3 (1800 MHz LTE),1245,29.19,0.65,462.89,99.76,0
DZ-CELL-1606,Batna,B3 (1800 MHz LTE),1119,23.19,0.23,448.72,99.89,0
DZ-CELL-1607,Constantine,B7 (2600 MHz LTE),1199,33.64,1.45,372.33,99.91,0
DZ-CELL-1608,Ghardaia,n78 (3.5 GHz 5G),810,28.29,0.32,530.4,98.78,0
DZ-CELL-1609,Ghardaia,B20 (800 MHz LTE),634,16.51,0.23,404.54,99.98,0
DZ-CELL-1610,Oran,n78 (3.5 GHz 5G),803,39.2,0.22,402.01,99.79,0
DZ-CELL-1611,Algiers,B20 (800 MHz LTE),1279,33.29,1.39,536.19,99.97,0
DZ-CELL-1612,Chlef,B3 (1800 MHz LTE),1387,27.93,0.39,294.91,99.97,0
DZ-CELL-1613,Batna,B20 (800 MHz LTE),624,23.62,0.6,440.54,99.95,0
DZ-CELL-1614,Biskra,B20 (800 MHz LTE),867,26.89,0.41,503.38,99.92,0
DZ-CELL-1615,Bejaia,n78 (3.5 GHz 5G),1075,33.39,0.05,632.98,99.83,0
DZ-CELL-1616,Ghardaia,B20 (800 MHz LTE),805,38.03,0.16,471.86,99.89,0
DZ-CELL-1617,Oran,B7 (2600 MHz LTE),833,26.33,1.26,498.98,99.72,0
DZ-CELL-1618,Batna,B3 (1800 MHz LTE),1114,34.38,0.05,729.86,99.65,0
DZ-CELL-1619,Bejaia,B20 (800 MHz LTE),761,26.7,1.27,578.85,99.97,0
DZ-CELL-1620,Tizi Ouzou,B7 (2600 MHz LTE),973,25.9,0.05,527.96,99.83,0
DZ-CELL-1621,Biskra,B3 (1800 MHz LTE),800,70.24,4.23,774.12,98.14,1
DZ-CELL-1622,Tizi Ouzou,B20 (800 MHz LTE),720,38.33,0.06,699.07,99.9,0
DZ-CELL-1623,Biskra,n78 (3.5 GHz 5G),666,32.99,1.05,415.15,99.9,0
DZ-CELL-1624,Oran,B7 (2600 MHz LTE),785,21.13,0.05,526.84,99.82,0
DZ-CELL-1625,Algiers,B3 (1800 MHz LTE),942,40.56,0.36,418.47,99.65,0
DZ-CELL-1626,Setif,n78 (3.5 GHz 5G),1973,80.03,1.5,1049.74,98.83,1
DZ-CELL-1627,Oran,B7 (2600 MHz LTE),976,21.92,0.44,535.59,99.83,0
DZ-CELL-1628,Tizi Ouzou,B7 (2600 MHz LTE),1158,36.16,0.33,556.49,99.98,0
DZ-CELL-1629,Tlemcen,n78 (3.5 GHz 5G),598,22.88,0.09,456.88,99.95,0
DZ-CELL-1630,Blida,n78 (3.5 GHz 5G),731,30.98,0.23,157.76,99.9,0
DZ-CELL-1631,Bejaia,B7 (2600 MHz LTE),1301,30.52,0.32,500.8,99.99,0
DZ-CELL-1632,Tizi Ouzou,n78 (3.5 GHz 5G),877,26.49,0.38,497.24,99.36,0
DZ-CELL-1633,Biskra,B3 (1800 MHz LTE),1075,47.78,0.05,545.6,99.42,0
DZ-CELL-1634,Ghardaia,n78 (3.5 GHz 5G),742,38.16,0.05,469.95,99.97,0
DZ-CELL-1635,Bejaia,n78 (3.5 GHz 5G),832,19.72,0.2,493.16,99.09,0
DZ-CELL-1636,Setif,B3 (1800 MHz LTE),358,88.28,4.9,74.45,92.46,1
DZ-CELL-1637,Annaba,n78 (3.5 GHz 5G),872,23.65,0.3,674.72,99.89,0
DZ-CELL-1638,Batna,B7 (2600 MHz LTE),874,35.81,0.59,378.3,99.95,0
DZ-CELL-1639,Ghardaia,B20 (800 MHz LTE),498,36.66,0.36,594.42,99.87,0
DZ-CELL-1640,Oran,B20 (800 MHz LTE),652,22.16,0.69,484.97,99.95,0
DZ-CELL-1641,Chlef,B20 (800 MHz LTE),861,20.55,1.45,292.77,99.96,0
DZ-CELL-1642,Algiers,n78 (3.5 GHz 5G),718,40.08,0.59,668.32,99.64,0
DZ-CELL-1643,Setif,B7 (2600 MHz LTE),465,34.55,0.05,511.02,99.76,0
DZ-CELL-1644,Oran,n78 (3.5 GHz 5G),794,23.98,0.36,535.3,98.87,0
DZ-CELL-1645,Oran,B7 (2600 MHz LTE),301,34.99,0.23,388.88,99.97,0
DZ-CELL-1646,Biskra,B3 (1800 MHz LTE),1150,23.23,0.3,278.51,99.82,0
DZ-CELL-1647,Algiers,B20 (800 MHz LTE),618,23.15,0.29,508.99,99.84,0
DZ-CELL-1648,Annaba,B7 (2600 MHz LTE),542,34.54,0.61,474.61,99.7,0
DZ-CELL-1649,Ouargla,B7 (2600 MHz LTE),814,19.84,0.53,527.71,99.83,0
DZ-CELL-1650,Oran,B7 (2600 MHz LTE),994,38.21,0.42,357.73,99.94,0
DZ-CELL-1651,Bejaia,B7 (2600 MHz LTE),842,45.57,0.32,317.83,99.93,0
DZ-CELL-1652,Ghardaia,B7 (2600 MHz LTE),849,30.29,0.15,550.46,99.96,0
DZ-CELL-1653,Blida,B7 (2600 MHz LTE),877,25.32,0.44,473.2,99.84,0
DZ-CELL-1654,Ouargla,B3 (1800 MHz LTE),977,14.0,1.02,505.2,99.56,0
DZ-CELL-1655,Setif,B7 (2600 MHz LTE),1086,41.4,0.25,523.08,99.72,0
DZ-CELL-1656,Constantine,B20 (800 MHz LTE),881,38.2,0.09,388.48,99.94,0
DZ-CELL-1657,Ouargla,B7 (2600 MHz LTE),709,35.92,0.4,278.17,99.89,0
DZ-CELL-1658,Oran,B3 (1800 MHz LTE),690,33.5,0.05,487.84,99.95,0
DZ-CELL-1659,Constantine,B3 (1800 MHz LTE),565,26.61,0.75,308.06,100.0,0
DZ-CELL-1660,Blida,B7 (2600 MHz LTE),480,114.56,5.31,164.97,96.8,1
DZ-CELL-1661,Algiers,B7 (2600 MHz LTE),1015,35.6,1.45,501.88,99.75,0
DZ-CELL-1662,Setif,B3 (1800 MHz LTE),992,29.27,0.05,516.98,99.94,0
DZ-CELL-1663,Constantine,n78 (3.5 GHz 5G),799,28.45,0.88,439.76,99.86,0
DZ-CELL-1664,Chlef,B3 (1800 MHz LTE),600,37.69,0.64,394.22,99.89,0
DZ-CELL-1665,Tiaret,B3 (1800 MHz LTE),1088,36.2,0.16,500.63,99.7,0
DZ-CELL-1666,Batna,n78 (3.5 GHz 5G),1017,39.91,1.45,371.56,99.78,0
DZ-CELL-1667,Ouargla,B20 (800 MHz LTE),787,35.98,0.1,658.47,99.86,0
DZ-CELL-1668,Chlef,B3 (1800 MHz LTE),698,18.65,0.47,388.22,99.9,0
DZ-CELL-1669,Batna,B7 (2600 MHz LTE),1018,25.75,0.69,409.79,99.52,0
DZ-CELL-1670,Bejaia,B3 (1800 MHz LTE),1145,26.8,1.02,442.7,99.37,0
DZ-CELL-1671,Tiaret,B20 (800 MHz LTE),931,20.69,0.05,352.73,99.87,0
DZ-CELL-1672,Batna,B3 (1800 MHz LTE),785,28.59,0.17,508.45,99.93,0
DZ-CELL-1673,Algiers,n78 (3.5 GHz 5G),896,27.76,0.53,526.55,99.42,0
DZ-CELL-1674,Ghardaia,n78 (3.5 GHz 5G),600,41.22,0.31,497.65,99.97,0
DZ-CELL-1675,Tlemcen,B3 (1800 MHz LTE),1336,39.42,0.89,412.33,99.97,0
DZ-CELL-1676,Batna,n78 (3.5 GHz 5G),821,34.55,0.49,560.45,99.42,0
DZ-CELL-1677,Oran,B3 (1800 MHz LTE),979,38.13,0.06,433.11,99.76,0
DZ-CELL-1678,Blida,B7 (2600 MHz LTE),1902,88.12,3.04,880.61,98.68,1
DZ-CELL-1679,Constantine,B20 (800 MHz LTE),1247,29.37,0.08,595.5,99.64,0
DZ-CELL-1680,Bejaia,B20 (800 MHz LTE),554,33.59,0.57,753.37,99.88,0
DZ-CELL-1681,Tlemcen,B20 (800 MHz LTE),908,34.84,0.56,521.56,99.98,0
DZ-CELL-1682,Batna,n78 (3.5 GHz 5G),954,39.03,0.54,575.94,99.74,0
DZ-CELL-1683,Oran,B3 (1800 MHz LTE),780,30.34,0.98,377.9,99.99,0
DZ-CELL-1684,Ghardaia,B7 (2600 MHz LTE),865,33.4,0.45,379.2,99.43,0
DZ-CELL-1685,Tlemcen,n78 (3.5 GHz 5G),665,39.47,0.22,399.74,99.97,0
DZ-CELL-1686,Tizi Ouzou,B7 (2600 MHz LTE),855,30.02,1.45,322.05,99.92,0
DZ-CELL-1687,Tlemcen,B20 (800 MHz LTE),560,14.0,0.95,583.68,99.86,0
DZ-CELL-1688,Ghardaia,n78 (3.5 GHz 5G),599,32.18,1.45,460.04,99.78,0
DZ-CELL-1689,Tlemcen,n78 (3.5 GHz 5G),826,20.35,0.25,672.05,99.69,0
DZ-CELL-1690,Tiaret,B3 (1800 MHz LTE),962,28.36,0.47,348.03,99.94,0
DZ-CELL-1691,Blida,n78 (3.5 GHz 5G),340,32.63,0.17,661.64,99.82,0
DZ-CELL-1692,Blida,B20 (800 MHz LTE),849,32.16,1.14,429.64,99.95,0
DZ-CELL-1693,Blida,B7 (2600 MHz LTE),814,21.43,0.05,435.05,99.51,0
DZ-CELL-1694,Biskra,n78 (3.5 GHz 5G),955,37.1,0.08,515.38,99.89,0
DZ-CELL-1695,Oran,B3 (1800 MHz LTE),886,32.25,0.19,365.4,99.91,0
DZ-CELL-1696,Ghardaia,B3 (1800 MHz LTE),1170,38.06,0.05,617.81,99.92,0
DZ-CELL-1697,Oran,n78 (3.5 GHz 5G),751,46.28,0.32,413.41,99.6,0
DZ-CELL-1698,Oran,B20 (800 MHz LTE),803,43.28,1.45,515.43,99.72,0
DZ-CELL-1699,Ouargla,B7 (2600 MHz LTE),847,33.86,1.45,301.18,99.61,0
DZ-CELL-1700,Chlef,B3 (1800 MHz LTE),913,27.78,0.19,553.12,99.92,0
DZ-CELL-1701,Bejaia,B20 (800 MHz LTE),728,24.02,0.12,393.12,99.99,0
DZ-CELL-1702,Biskra,B3 (1800 MHz LTE),901,22.06,0.15,278.57,99.58,0
DZ-CELL-1703,Tlemcen,B20 (800 MHz LTE),579,31.88,0.18,580.76,99.98,0
DZ-CELL-1704,Ghardaia,n78 (3.5 GHz 5G),617,24.06,0.17,531.08,99.97,0
DZ-CELL-1705,Ghardaia,B3 (1800 MHz LTE),728,25.32,0.05,515.16,99.52,0
DZ-CELL-1706,Setif,B20 (800 MHz LTE),956,28.49,0.35,544.48,99.96,0
DZ-CELL-1707,Blida,B3 (1800 MHz LTE),759,43.77,1.23,487.55,99.52,0
DZ-CELL-1708,Bejaia,B7 (2600 MHz LTE),709,25.32,0.15,327.26,99.84,0
DZ-CELL-1709,Constantine,n78 (3.5 GHz 5G),497,35.66,0.08,384.51,99.93,0
DZ-CELL-1710,Annaba,B3 (1800 MHz LTE),1168,32.12,0.61,370.68,99.84,0
DZ-CELL-1711,Blida,B20 (800 MHz LTE),942,30.35,0.24,398.35,99.99,0
DZ-CELL-1712,Oran,B20 (800 MHz LTE),820,35.09,0.05,436.26,99.41,0
DZ-CELL-1713,Bejaia,B7 (2600 MHz LTE),589,35.03,0.05,419.57,99.2,0
DZ-CELL-1714,Ouargla,n78 (3.5 GHz 5G),1139,27.76,0.19,350.62,99.97,0
DZ-CELL-1715,Ghardaia,B3 (1800 MHz LTE),957,34.09,0.74,574.8,99.99,0
DZ-CELL-1716,Bejaia,B20 (800 MHz LTE),575,23.69,0.45,373.29,99.82,0
DZ-CELL-1717,Algiers,B7 (2600 MHz LTE),762,28.68,0.06,609.99,99.96,0
DZ-CELL-1718,Setif,B20 (800 MHz LTE),678,24.31,0.46,656.97,99.91,0
DZ-CELL-1719,Tizi Ouzou,B20 (800 MHz LTE),1032,28.34,0.28,538.7,99.68,0
DZ-CELL-1720,Blida,B3 (1800 MHz LTE),777,38.01,0.52,439.79,99.81,0
DZ-CELL-1721,Constantine,B7 (2600 MHz LTE),816,27.47,0.05,327.82,99.97,0
DZ-CELL-1722,Bejaia,n78 (3.5 GHz 5G),732,30.02,1.09,479.23,99.97,0
DZ-CELL-1723,Oran,B7 (2600 MHz LTE),802,35.55,0.08,456.52,99.32,0
DZ-CELL-1724,Tiaret,B3 (1800 MHz LTE),995,25.95,0.36,495.39,99.85,0
DZ-CELL-1725,Oran,B7 (2600 MHz LTE),1069,28.47,1.12,432.8,99.92,0
DZ-CELL-1726,Tlemcen,n78 (3.5 GHz 5G),1141,27.1,0.19,584.5,99.99,0
DZ-CELL-1727,Batna,B20 (800 MHz LTE),903,30.2,0.12,296.31,99.73,0
DZ-CELL-1728,Constantine,B20 (800 MHz LTE),818,37.9,0.19,472.95,99.87,0
DZ-CELL-1729,Setif,B20 (800 MHz LTE),967,37.24,0.38,452.18,99.71,0
DZ-CELL-1730,Ouargla,B3 (1800 MHz LTE),730,40.0,0.26,436.76,99.68,0
DZ-CELL-1731,Tizi Ouzou,B3 (1800 MHz LTE),1070,33.2,0.61,542.85,99.67,0
DZ-CELL-1732,Constantine,B7 (2600 MHz LTE),776,40.2,0.05,663.6,99.88,0
DZ-CELL-1733,Ouargla,B3 (1800 MHz LTE),642,26.44,0.45,622.08,99.96,0
DZ-CELL-1734,Biskra,B3 (1800 MHz LTE),915,44.16,0.1,591.04,99.87,0
DZ-CELL-1735,Setif,n78 (3.5 GHz 5G),664,25.37,1.03,195.27,99.85,0
DZ-CELL-1736,Biskra,n78 (3.5 GHz 5G),626,38.36,0.27,451.11,100.0,0
DZ-CELL-1737,Batna,n78 (3.5 GHz 5G),1039,77.03,2.73,666.34,99.05,1
DZ-CELL-1738,Setif,B7 (2600 MHz LTE),954,26.6,0.41,577.63,99.26,0
DZ-CELL-1739,Ouargla,B3 (1800 MHz LTE),1017,18.05,0.47,575.07,99.99,0
DZ-CELL-1740,Blida,n78 (3.5 GHz 5G),1931,64.31,1.5,1030.44,99.5,1
DZ-CELL-1741,Setif,n78 (3.5 GHz 5G),830,38.4,0.05,439.37,99.7,0
DZ-CELL-1742,Chlef,B20 (800 MHz LTE),777,34.69,0.25,536.68,99.85,0
DZ-CELL-1743,Algiers,B7 (2600 MHz LTE),666,23.24,0.11,537.26,99.99,0
DZ-CELL-1744,Tlemcen,B3 (1800 MHz LTE),988,17.92,0.88,399.52,99.39,0
DZ-CELL-1745,Algiers,B7 (2600 MHz LTE),1265,34.5,0.34,498.68,99.94,0
DZ-CELL-1746,Setif,B7 (2600 MHz LTE),769,26.71,0.34,701.68,99.96,0
DZ-CELL-1747,Ouargla,B7 (2600 MHz LTE),1133,42.94,1.45,315.42,99.74,0
DZ-CELL-1748,Ouargla,B20 (800 MHz LTE),866,32.93,0.4,542.49,99.8,0
DZ-CELL-1749,Setif,B20 (800 MHz LTE),619,30.13,0.34,755.18,99.92,0
DZ-CELL-1750,Oran,B3 (1800 MHz LTE),539,32.68,0.74,691.58,99.88,0
DZ-CELL-1751,Batna,n78 (3.5 GHz 5G),679,35.33,0.19,292.77,99.46,0
DZ-CELL-1752,Constantine,B7 (2600 MHz LTE),851,38.15,0.18,251.44,99.49,0
DZ-CELL-1753,Tlemcen,B7 (2600 MHz LTE),779,32.22,0.61,450.27,99.87,0
DZ-CELL-1754,Chlef,B20 (800 MHz LTE),1375,34.83,0.12,182.52,99.98,0
DZ-CELL-1755,Oran,n78 (3.5 GHz 5G),711,26.64,0.32,412.91,99.71,0
DZ-CELL-1756,Ghardaia,B3 (1800 MHz LTE),876,26.94,0.06,471.3,99.63,0
DZ-CELL-1757,Tlemcen,B3 (1800 MHz LTE),722,28.09,0.05,306.12,99.88,0
DZ-CELL-1758,Batna,B3 (1800 MHz LTE),1220,45.83,0.18,405.35,99.91,0
DZ-CELL-1759,Ghardaia,B20 (800 MHz LTE),779,33.63,1.45,444.07,99.3,0
DZ-CELL-1760,Bejaia,n78 (3.5 GHz 5G),911,39.62,0.54,574.84,99.88,0
DZ-CELL-1761,Bejaia,n78 (3.5 GHz 5G),845,87.45,3.7,563.28,97.39,1
DZ-CELL-1762,Setif,B3 (1800 MHz LTE),1042,31.77,0.42,302.25,99.92,0
DZ-CELL-1763,Tlemcen,B3 (1800 MHz LTE),915,33.44,0.33,605.92,99.98,0
DZ-CELL-1764,Blida,B7 (2600 MHz LTE),1151,19.75,0.05,530.63,99.83,0
DZ-CELL-1765,Ouargla,n78 (3.5 GHz 5G),892,33.66,0.65,368.88,99.9,0
DZ-CELL-1766,Ghardaia,B20 (800 MHz LTE),922,38.3,1.03,375.4,99.93,0
DZ-CELL-1767,Oran,n78 (3.5 GHz 5G),920,37.73,0.16,604.01,99.96,0
DZ-CELL-1768,Ghardaia,B3 (1800 MHz LTE),814,44.15,0.12,430.95,99.92,0
DZ-CELL-1769,Annaba,n78 (3.5 GHz 5G),874,23.2,1.45,468.47,99.95,0
DZ-CELL-1770,Bejaia,n78 (3.5 GHz 5G),786,29.29,0.66,664.65,100.0,0
DZ-CELL-1771,Chlef,B3 (1800 MHz LTE),429,31.56,0.76,424.45,99.57,0
DZ-CELL-1772,Tlemcen,B20 (800 MHz LTE),867,25.56,1.1,605.35,99.97,0
DZ-CELL-1773,Tiaret,B20 (800 MHz LTE),764,33.25,0.2,525.91,99.44,0
DZ-CELL-1774,Annaba,B20 (800 MHz LTE),649,22.86,0.54,545.5,99.73,0
DZ-CELL-1775,Ouargla,B7 (2600 MHz LTE),720,30.79,0.15,411.26,99.93,0
DZ-CELL-1776,Oran,B3 (1800 MHz LTE),1116,28.3,0.26,457.96,99.41,0
DZ-CELL-1777,Chlef,B7 (2600 MHz LTE),901,26.93,0.64,359.62,99.9,0
DZ-CELL-1778,Tizi Ouzou,B20 (800 MHz LTE),611,47.88,0.61,453.3,99.96,0
DZ-CELL-1779,Blida,B7 (2600 MHz LTE),434,23.31,0.05,295.03,99.82,0
DZ-CELL-1780,Annaba,B3 (1800 MHz LTE),1220,39.5,0.24,399.13,99.86,0
DZ-CELL-1781,Constantine,B20 (800 MHz LTE),1214,29.89,0.21,490.83,99.23,0
DZ-CELL-1782,Annaba,B7 (2600 MHz LTE),864,14.0,1.08,548.08,99.68,0
DZ-CELL-1783,Bejaia,B7 (2600 MHz LTE),1210,31.02,0.29,601.54,99.9,0
DZ-CELL-1784,Ouargla,B3 (1800 MHz LTE),681,31.74,0.36,588.92,99.95,0
DZ-CELL-1785,Constantine,n78 (3.5 GHz 5G),802,33.67,0.05,618.87,99.29,0
DZ-CELL-1786,Batna,n78 (3.5 GHz 5G),440,32.84,0.29,432.39,99.96,0
DZ-CELL-1787,Biskra,B20 (800 MHz LTE),1024,29.05,0.68,400.68,99.87,0
DZ-CELL-1788,Ghardaia,B20 (800 MHz LTE),718,28.34,0.18,460.71,99.11,0
DZ-CELL-1789,Constantine,n78 (3.5 GHz 5G),958,22.03,1.0,473.27,99.88,0
DZ-CELL-1790,Oran,n78 (3.5 GHz 5G),636,39.37,0.09,427.34,99.87,0
DZ-CELL-1791,Batna,B20 (800 MHz LTE),929,22.18,0.05,692.78,99.69,0
DZ-CELL-1792,Ouargla,B20 (800 MHz LTE),814,39.02,0.35,217.44,99.56,0
DZ-CELL-1793,Bejaia,B3 (1800 MHz LTE),740,29.7,0.43,560.81,99.48,0
DZ-CELL-1794,Blida,B3 (1800 MHz LTE),852,36.21,0.27,506.8,99.93,0
DZ-CELL-1795,Setif,n78 (3.5 GHz 5G),610,26.93,1.45,307.13,99.99,0
DZ-CELL-1796,Batna,B3 (1800 MHz LTE),675,33.12,0.08,534.35,99.94,0
DZ-CELL-1797,Algiers,B20 (800 MHz LTE),221,27.64,0.16,451.61,99.32,0
DZ-CELL-1798,Ghardaia,B20 (800 MHz LTE),814,35.23,0.38,485.0,100.0,0
DZ-CELL-1799,Oran,B3 (1800 MHz LTE),972,29.46,0.53,299.32,99.74,0
DZ-CELL-1800,Bejaia,n78 (3.5 GHz 5G),1287,49.1,0.23,479.39,99.82,0
DZ-CELL-1801,Batna,B3 (1800 MHz LTE),1109,33.83,0.53,312.68,99.86,0
DZ-CELL-1802,Batna,B7 (2600 MHz LTE),1133,27.43,0.08,308.07,99.89,0
DZ-CELL-1803,Blida,n78 (3.5 GHz 5G),590,31.36,0.71,646.11,99.83,0
DZ-CELL-1804,Chlef,B7 (2600 MHz LTE),1086,27.9,0.12,482.77,99.94,0
DZ-CELL-1805,Algiers,n78 (3.5 GHz 5G),510,14.0,1.45,545.06,99.83,0
DZ-CELL-1806,Oran,B20 (800 MHz LTE),1082,33.49,0.39,388.03,99.98,0
DZ-CELL-1807,Tiaret,B3 (1800 MHz LTE),1163,15.04,0.91,380.76,99.94,0
DZ-CELL-1808,Chlef,B7 (2600 MHz LTE),684,22.65,1.02,473.42,99.92,0
DZ-CELL-1809,Algiers,B7 (2600 MHz LTE),958,46.63,0.14,509.82,99.73,0
DZ-CELL-1810,Tiaret,n78 (3.5 GHz 5G),503,22.84,0.17,257.6,99.96,0
DZ-CELL-1811,Batna,B7 (2600 MHz LTE),307,51.98,3.0,133.03,94.3,1
DZ-CELL-1812,Blida,B20 (800 MHz LTE),1021,23.67,0.57,394.3,99.77,0
DZ-CELL-1813,Tlemcen,n78 (3.5 GHz 5G),894,33.09,0.61,407.64,99.95,0
DZ-CELL-1814,Ouargla,B20 (800 MHz LTE),819,41.04,0.11,612.73,99.84,0
DZ-CELL-1815,Biskra,B3 (1800 MHz LTE),514,29.13,0.12,405.15,99.95,0
DZ-CELL-1816,Ouargla,B20 (800 MHz LTE),1212,26.61,0.11,336.19,99.25,0
DZ-CELL-1817,Oran,B20 (800 MHz LTE),498,23.47,0.32,381.79,99.7,0
DZ-CELL-1818,Oran,n78 (3.5 GHz 5G),872,32.79,0.2,355.98,99.99,0
DZ-CELL-1819,Setif,B20 (800 MHz LTE),1098,19.09,0.53,379.22,99.71,0
DZ-CELL-1820,Tiaret,B7 (2600 MHz LTE),1056,27.58,0.16,666.94,99.76,0
DZ-CELL-1821,Blida,B3 (1800 MHz LTE),761,40.13,1.11,656.45,99.97,0
