customer_id,wilaya,subscription,tenure_months,monthly_spend_dzd,data_usage_gb,calls_count,complaints,recharge_frequency,usage_drop_pct,churn
C14694,Oran,Prepaid,16,970.21,3.67,63,1,3,-20.0,0
C14695,Tlemcen,Prepaid,5,1059.65,1.36,36,0,4,10.7,0
C14696,Chlef,Postpaid,21,1778.73,14.93,40,0,1,11.9,0
C14697,Tiaret,Prepaid,13,1330.06,1.91,75,0,2,13.6,0
C14698,Setif,Prepaid,53,2064.65,21.86,15,0,4,44.4,0
C14699,Tiaret,Prepaid,30,1680.91,13.59,38,0,5,3.6,0
C14700,Tizi Ouzou,Postpaid,32,3089.48,20.57,17,0,1,35.5,0
C14701,Tizi Ouzou,Prepaid,15,1072.64,41.53,43,0,3,-20.0,0
C14702,Blida,Prepaid,7,1397.12,17.89,47,2,3,35.0,1
C14703,Batna,Prepaid,30,1340.02,8.79,80,0,1,43.4,0
C14704,Batna,Prepaid,12,1218.29,1.41,8,1,5,4.0,1
C14705,Blida,Postpaid,6,3576.43,21.42,25,0,1,-1.9,0
C14706,Bejaia,Prepaid,23,1149.21,34.43,39,0,1,35.8,0
C14707,Algiers,Prepaid,41,1044.34,2.1,36,0,2,-3.1,0
C14708,Ghardaia,Postpaid,1,2544.79,23.79,19,1,1,-9.4,0
C14709,Ouargla,Prepaid,46,1298.39,1.54,53,0,1,-20.0,0
C14710,Ghardaia,Prepaid,1,2353.55,25.8,62,0,3,16.0,0
C14711,Tiaret,Prepaid,6,2168.38,11.82,50,2,2,9.3,1
C14712,Oran,Prepaid,16,1854.64,8.36,53,0,2,10.9,0
C14713,Tiaret,Prepaid,21,1440.82,1.7,58,1,1,31.9,0
C14714,Batna,Prepaid,16,1568.96,8.12,73,2,6,48.5,1
C14715,Biskra,Prepaid,16,1050.12,6.96,63,0,2,6.4,0
C14716,Biskra,Prepaid,20,1700.72,2.8,75,0,1,2.5,0
C14717,Tiaret,Prepaid,8,1614.32,3.93,69,1,3,3.6,1
C14718,Blida,Prepaid,16,1225.15,53.09,24,1,2,8.3,0
C14719,Ghardaia,Prepaid,10,1302.02,10.29,67,1,2,47.6,1
C14720,Oran,Prepaid,21,1149.64,5.95,21,0,4,30.4,0
C14721,Ouargla,Postpaid,15,1671.35,8.9,43,0,1,-6.2,0
C14722,Chlef,Prepaid,31,1327.09,36.3,27,0,3,15.1,0
C14723,Tlemcen,Prepaid,10,1924.89,9.22,40,0,2,52.7,1
C14724,Annaba,Prepaid,10,1948.08,36.85,61,0,1,23.5,1
C14725,Tlemcen,Prepaid,13,937.62,0.98,100,2,4,-3.3,0
C14726,Ghardaia,Prepaid,12,1077.62,5.81,61,0,3,27.4,0
C14727,Annaba,Prepaid,25,1044.08,82.22,85,1,2,-1.9,0
C14728,Batna,Postpaid,10,3446.7,3.78,56,1,1,-20.0,0
C14729,Setif,Prepaid,4,1617.95,28.81,32,0,7,26.5,0
C14730,Blida,Prepaid,10,1231.15,22.78,37,1,5,22.7,1
C14731,Ghardaia,Prepaid,24,1557.87,9.97,43,1,7,22.3,0
C14732,Setif,Prepaid,8,1139.55,8.83,46,1,4,4.4,0
C14733,Blida,Prepaid,16,1409.65,3.68,36,0,4,59.9,0
C14734,Chlef,Prepaid,17,2048.55,4.16,87,0,3,-20.0,0
C14735,Bejaia,Postpaid,6,3718.28,13.05,72,0,1,23.8,0
C14736,Constantine,Prepaid,19,1097.83,16.26,2,1,3,9.4,0
C14737,Bejaia,Prepaid,46,822.83,18.39,48,1,4,50.7,0
C14738,Ghardaia,Prepaid,14,1185.61,51.97,49,4,1,-20.0,1
C14739,Batna,Prepaid,16,2142.18,17.88,48,0,2,17.1,0
C14740,Ouargla,Postpaid,30,2539.36,6.31,78,2,1,35.7,0
C14741,Blida,Prepaid,31,561.7,31.25,72,0,5,-17.1,0
C14742,Tizi Ouzou,Prepaid,21,897.96,4.73,67,0,2,2.9,0
C14743,Biskra,Postpaid,4,2591.04,6.06,42,0,1,27.0,0
C14744,Ouargla,Prepaid,23,600.3,25.34,39,0,3,18.6,0
C14745,Algiers,Prepaid,27,1686.03,2.33,43,0,3,20.5,0
C14746,Algiers,Prepaid,20,1330.99,4.42,63,0,1,24.5,0
C14747,Oran,Prepaid,13,1018.16,5.33,10,0,3,17.0,0
C14748,Biskra,Prepaid,29,1098.7,20.25,88,1,2,-20.0,0
C14749,Ouargla,Prepaid,9,1176.61,1.89,25,0,1,-6.5,1
C14750,Ghardaia,Prepaid,11,860.63,5.58,72,1,6,-7.8,0
C14751,Batna,Prepaid,15,400.0,7.25,32,0,3,34.5,0
C14752,Algiers,Prepaid,18,930.72,13.97,17,2,5,44.1,0
C14753,Oran,Prepaid,41,1629.55,18.9,82,1,3,5.7,0
C14754,Tizi Ouzou,Postpaid,12,2620.64,16.92,84,0,1,31.3,0
C14755,Ghardaia,Postpaid,6,2965.66,9.79,39,0,1,-2.8,0
C14756,Constantine,Prepaid,24,2273.56,27.61,26,0,4,-5.7,0
C14757,Batna,Prepaid,27,2133.32,21.02,25,1,4,27.3,0
C14758,Batna,Postpaid,48,3357.18,6.68,48,0,1,-20.0,0
C14759,Algiers,Postpaid,6,1385.54,33.65,45,1,1,55.9,1
C14760,Tlemcen,Prepaid,8,971.32,20.57,50,0,3,7.0,0
C14761,Annaba,Postpaid,5,1965.06,12.64,53,0,1,46.3,0
C14762,Tiaret,Postpaid,17,3215.26,1.24,32,1,1,-12.0,0
C14763,Tizi Ouzou,Postpaid,11,1826.01,1.93,47,0,1,-17.5,0
C14764,Constantine,Postpaid,18,2440.95,11.06,54,0,1,1.4,0
C14765,Tizi Ouzou,Prepaid,38,1034.74,0.5,73,0,1,19.5,0
C14766,Biskra,Prepaid,21,1553.31,4.94,36,1,3,40.3,1
C14767,Setif,Prepaid,1,1776.89,17.92,54,0,4,19.9,0
C14768,Constantine,Prepaid,29,1387.52,0.5,2,0,3,31.8,0
C14769,Ghardaia,Prepaid,27,2031.48,14.87,24,0,3,33.0,0
C14770,Tizi Ouzou,Prepaid,5,2487.13,47.82,59,2,2,-20.0,1
C14771,Tizi Ouzou,Prepaid,5,1318.17,64.56,47,0,4,14.4,0
C14772,Setif,Postpaid,30,2305.18,8.94,28,0,1,-2.5,0
C14773,Oran,Prepaid,10,1480.72,7.44,66,0,4,67.0,0
C14774,Biskra,Prepaid,19,400.0,0.5,69,0,3,20.2,0
C14775,Blida,Prepaid,5,1168.44,9.38,37,1,3,19.1,0
C14776,Setif,Prepaid,8,1480.88,56.17,2,1,2,2.6,1
C14777,Oran,Prepaid,14,1894.45,4.48,20,0,4,3.1,0
C14778,Blida,Prepaid,19,1430.34,13.32,67,0,2,11.1,0
C14779,Biskra,Prepaid,11,1131.02,8.66,42,1,1,41.5,1
C14780,Tizi Ouzou,Postpaid,13,2087.38,35.6,56,0,1,17.7,0
C14781,Biskra,Prepaid,6,992.51,12.85,52,0,4,-20.0,0
C14782,Constantine,Prepaid,41,400.0,6.57,37,0,3,26.7,0
C14783,Algiers,Prepaid,19,1914.11,8.86,40,1,2,43.6,0
C14784,Tlemcen,Prepaid,23,1068.19,1.31,41,0,5,41.0,0
C14785,Biskra,Postpaid,20,2769.05,13.14,51,0,1,11.9,0
C14786,Setif,Postpaid,14,3300.93,4.05,16,1,1,-20.0,0
C14787,Tiaret,Postpaid,31,1527.34,34.51,44,0,1,29.4,0
C14788,Tiaret,Prepaid,6,475.97,18.72,69,0,1,40.8,0
C14789,Ouargla,Prepaid,31,2622.99,71.02,5,0,4,27.8,0
C14790,Annaba,Prepaid,31,1293.53,16.74,24,0,3,11.4,0
C14791,Tlemcen,Prepaid,12,1364.09,0.78,16,0,4,27.9,0
C14792,Biskra,Prepaid,30,1590.36,29.73,60,0,1,39.7,0
C14793,Oran,Prepaid,24,1840.98,24.76,32,1,3,-1.9,0
C14794,Tiaret,Postpaid,30,3818.75,46.55,39,1,1,-20.0,0
C14795,Oran,Prepaid,9,1883.07,11.09,75,0,3,-14.9,0
C14796,Algiers,Prepaid,35,576.17,3.73,65,0,1,-2.1,0
C14797,Annaba,Prepaid,4,1023.76,0.54,56,1,3,37.1,1
C14798,Batna,Prepaid,2,802.05,9.02,48,0,3,47.9,1
C14799,Oran,Prepaid,11,1350.26,0.62,37,0,4,18.4,1
C14800,Constantine,Prepaid,26,1089.5,0.99,31,0,6,50.4,0
C14801,Bejaia,Prepaid,22,683.38,13.95,42,0,5,4.6,0
C14802,Annaba,Prepaid,20,1340.59,1.89,45,1,4,8.0,0
C14803,Chlef,Postpaid,39,3298.07,8.3,58,1,1,16.7,0
C14804,Biskra,Prepaid,18,1669.79,4.66,54,0,3,32.5,0
C14805,Batna,Prepaid,1,861.08,34.52,46,0,3,42.9,1
C14806,Algiers,Postpaid,36,2984.47,2.69,56,0,1,-2.9,0
C14807,Algiers,Prepaid,30,2111.69,28.9,47,0,1,9.4,0
C14808,Tiaret,Prepaid,48,1479.12,2.89,47,0,1,9.8,0
C14809,Blida,Prepaid,43,729.85,33.77,16,1,2,19.3,0
C14810,Ghardaia,Prepaid,41,1694.27,15.01,35,0,5,46.1,0
C14811,Oran,Prepaid,8,1949.68,37.28,54,0,5,29.8,1
C14812,Ghardaia,Prepaid,12,2495.74,44.4,34,0,2,37.9,0
C14813,Tlemcen,Prepaid,22,775.61,5.5,67,1,5,24.3,0
C14814,Tiaret,Prepaid,33,1570.35,1.81,14,0,2,9.6,0
C14815,Constantine,Prepaid,15,1400.75,3.2,17,0,4,18.1,0
C14816,Batna,Prepaid,33,1976.38,9.7,53,1,1,-1.4,0
C14817,Oran,Prepaid,28,1335.72,9.28,8,0,4,12.1,0
C14818,Annaba,Prepaid,11,1009.94,2.87,63,2,5,17.7,1
C14819,Tlemcen,Prepaid,18,1927.75,6.54,53,1,2,6.5,0
C14820,Oran,Prepaid,20,975.09,15.29,53,1,4,23.0,0
C14821,Tiaret,Prepaid,5,454.49,2.96,20,1,3,22.1,1
C14822,Ouargla,Prepaid,33,2233.56,4.01,55,0,5,-7.7,0
C14823,Oran,Prepaid,8,971.9,5.13,30,0,4,34.9,0
C14824,Oran,Prepaid,2,522.11,0.5,60,0,2,10.1,0
C14825,Blida,Prepaid,27,467.57,13.7,34,1,3,14.3,0
C14826,Blida,Prepaid,16,982.49,23.88,70,0,2,1.3,0
C14827,Tizi Ouzou,Prepaid,13,1393.1,1.08,47,1,3,46.4,0
C14828,Setif,Prepaid,12,1386.7,8.39,47,0,2,13.0,0
C14829,Constantine,Prepaid,4,1203.93,10.35,38,2,5,1.2,1
C14830,Tlemcen,Prepaid,12,2145.81,11.42,16,1,3,29.8,0
C14831,Ouargla,Postpaid,21,2543.52,1.48,45,0,1,-10.3,0
C14832,Ghardaia,Postpaid,24,3161.09,16.65,12,0,1,26.8,0
C14833,Ouargla,Postpaid,16,2148.9,11.39,22,0,1,-20.0,0
C14834,Ghardaia,Prepaid,43,1584.24,0.88,28,1,1,7.2,0
C14835,Constantine,Prepaid,20,1489.4,3.6,57,0,3,7.5,0
C14836,Biskra,Prepaid,24,1200.4,3.14,63,1,3,21.3,0
C14837,Biskra,Prepaid,10,1390.93,18.45,58,0,2,15.8,0
C14838,Constantine,Postpaid,13,3074.84,4.88,38,1,1,51.7,0
C14839,Oran,Prepaid,9,2042.77,6.52,38,0,4,19.6,0
C14840,Chlef,Prepaid,9,1396.8,13.3,48,1,4,23.3,1
C14841,Bejaia,Prepaid,26,1231.88,8.24,56,2,3,58.6,1
C14842,Algiers,Prepaid,12,1201.48,5.79,73,0,5,8.5,0
C14843,Bejaia,Prepaid,11,1459.7,5.27,65,0,5,3.3,0
C14844,Biskra,Postpaid,15,2730.88,40.35,70,0,1,56.3,0
C14845,Constantine,Prepaid,20,400.0,8.89,41,1,2,-2.1,0
C14846,Batna,Prepaid,9,1965.62,2.61,24,0,4,21.5,0
C14847,Blida,Prepaid,12,1738.63,13.66,87,0,5,21.0,0
C14848,Tiaret,Postpaid,19,2880.53,49.41,78,2,1,29.4,0
C14849,Annaba,Prepaid,8,862.58,31.17,26,2,1,-20.0,1
C14850,Biskra,Prepaid,15,1417.64,20.39,70,1,1,33.0,1
C14851,Tiaret,Prepaid,11,771.49,9.42,63,0,4,29.4,1
C14852,Constantine,Prepaid,8,2310.67,0.5,50,0,2,-4.1,1
C14853,Tizi Ouzou,Prepaid,27,1187.78,4.07,50,0,2,52.6,0
C14854,Tlemcen,Postpaid,53,2621.78,9.32,43,0,1,19.6,0
C14855,Bejaia,Postpaid,18,3288.22,19.1,29,1,1,-20.0,0
C14856,Biskra,Postpaid,3,2625.12,14.55,80,2,1,-17.6,0
C14857,Batna,Postpaid,26,1569.52,7.86,33,0,1,11.1,0
C14858,Ghardaia,Prepaid,11,1008.46,33.75,60,0,3,14.3,0
C14859,Annaba,Prepaid,12,400.0,26.67,47,0,1,-19.8,0
C14860,Oran,Prepaid,18,1416.25,21.44,2,0,1,24.4,0
C14861,Tizi Ouzou,Prepaid,16,1790.0,5.17,65,1,1,-6.6,0
C14862,Oran,Prepaid,36,1812.95,6.21,61,2,2,63.4,1
C14863,Constantine,Prepaid,12,1509.26,4.3,37,0,1,27.6,0
C14864,Ouargla,Postpaid,8,2565.7,19.32,35,0,1,45.9,0
C14865,Oran,Postpaid,31,3338.92,85.0,77,1,1,11.2,0
C14866,Bejaia,Prepaid,13,1315.44,10.1,70,0,2,32.8,0
C14867,Tiaret,Prepaid,16,1220.89,10.0,58,1,3,34.8,0
C14868,Tlemcen,Prepaid,3,2161.61,14.51,32,1,2,84.1,1
C14869,Blida,Prepaid,19,1261.7,3.87,24,0,4,-20.0,0
C14870,Tlemcen,Prepaid,12,2036.69,12.69,22,0,2,44.3,0
C14871,Blida,Prepaid,14,1123.18,47.77,73,0,6,25.7,0
C14872,Ouargla,Prepaid,10,1123.4,6.19,22,0,4,-7.9,0
C14873,Constantine,Postpaid,30,3273.63,1.16,52,0,1,71.9,0
C14874,Annaba,Prepaid,9,1483.82,5.68,49,0,3,-8.1,0
C14875,Setif,Prepaid,29,1170.96,15.33,54,2,5,18.4,0
C14876,Biskra,Prepaid,39,2176.0,41.85,29,0,3,12.5,0
C14877,Oran,Prepaid,8,930.9,3.77,42,0,2,64.5,1
C14878,Annaba,Postpaid,11,2074.24,18.99,91,0,1,-17.2,0
C14879,Chlef,Postpaid,20,2934.16,27.37,17,1,1,24.5,0
C14880,Bejaia,Prepaid,4,1668.07,24.39,39,2,3,17.3,1
C14881,Bejaia,Prepaid,24,2609.51,0.55,41,1,1,26.5,1
C14882,Tiaret,Prepaid,3,1683.77,44.48,46,1,1,20.6,1
C14883,Bejaia,Prepaid,20,1114.21,3.19,59,0,1,-1.3,0
C14884,Setif,Prepaid,54,760.53,1.64,47,0,4,58.5,0
C14885,Ouargla,Prepaid,18,1401.63,15.72,2,0,5,-19.7,0
C14886,Tiaret,Prepaid,19,1507.0,5.37,77,1,4,-16.9,0
C14887,Algiers,Prepaid,65,1409.71,3.27,37,0,4,74.7,0
C14888,Ghardaia,Prepaid,17,1566.48,20.38,51,1,5,-5.9,0
C14889,Ghardaia,Prepaid,8,1960.39,5.31,67,0,2,23.5,0
C14890,Biskra,Prepaid,16,1651.52,8.87,63,0,5,-10.9,0
C14891,Tizi Ouzou,Prepaid,28,2401.81,5.05,67,0,3,52.3,0
C14892,Setif,Prepaid,12,2217.07,9.92,61,0,2,12.2,0
C14893,Annaba,Prepaid,72,2761.4,3.3,63,0,3,23.6,0
C14894,Chlef,Postpaid,16,2353.42,71.07,73,0,1,2.2,0
C14895,Bejaia,Prepaid,6,907.62,9.77,46,1,2,2.6,1
C14896,Chlef,Postpaid,8,3429.6,4.23,31,0,1,14.1,0
C14897,Annaba,Postpaid,4,1623.77,5.41,66,0,1,9.8,0
C14898,Tiaret,Prepaid,20,513.92,2.07,52,1,4,54.3,0
C14899,Tlemcen,Prepaid,31,1340.98,10.14,6,0,4,-20.0,0
C14900,Setif,Prepaid,1,2331.46,6.76,87,0,4,25.4,0
C14901,Biskra,Postpaid,11,2674.3,8.32,29,1,1,-18.5,0
C14902,Algiers,Prepaid,5,1254.2,2.56,66,1,2,41.3,1
C14903,Ouargla,Prepaid,6,2008.48,27.4,55,0,1,0.9,1
C14904,Tizi Ouzou,Prepaid,68,1170.13,11.34,20,0,4,-13.3,0
C14905,Ouargla,Prepaid,17,905.17,19.61,38,0,4,37.4,0
C14906,Annaba,Prepaid,9,1418.15,29.08,2,0,2,-6.1,0
C14907,Batna,Postpaid,6,2436.95,22.27,58,0,1,20.2,0
C14908,Tlemcen,Prepaid,7,2298.36,37.75,55,0,5,-20.0,0
C14909,Oran,Postpaid,10,2275.69,12.04,13,2,1,-14.6,1
C14910,Annaba,Prepaid,56,1136.93,5.15,62,0,5,4.0,0
C14911,Batna,Postpaid,18,2266.52,9.63,35,0,1,34.7,0
C14912,Biskra,Prepaid,16,1922.02,19.2,46,0,4,-4.7,0
C14913,Bejaia,Prepaid,19,1471.44,0.5,70,1,3,-13.5,0
C14914,Oran,Postpaid,27,2992.29,41.32,45,0,1,18.2,0
C14915,Chlef,Postpaid,29,3319.08,9.42,71,0,1,35.0,0
C14916,Tizi Ouzou,Prepaid,9,1470.77,33.79,70,0,4,-20.0,0
C14917,Algiers,Postpaid,11,2527.0,12.54,70,0,1,45.8,0
C14918,Blida,Postpaid,18,900.61,4.56,36,0,1,28.6,0
C14919,Tizi Ouzou,Postpaid,22,2564.6,6.23,40,1,1,28.9,0
C14920,Blida,Prepaid,6,1588.19,8.53,55,0,1,12.7,1
C14921,Constantine,Postpaid,5,2560.8,23.65,40,1,1,10.6,0
C14922,Tlemcen,Prepaid,2,1349.61,0.51,71,1,1,26.9,1
C14923,Ghardaia,Postpaid,17,1851.78,15.09,19,0,1,23.6,0
C14924,Ghardaia,Prepaid,33,1311.89,18.44,63,1,2,-4.3,0
C14925,Bejaia,Prepaid,54,1542.46,1.92,25,0,4,36.3,0
C14926,Tlemcen,Prepaid,35,1005.79,21.22,11,0,2,10.0,0
C14927,Blida,Prepaid,4,1094.38,19.68,24,0,1,56.8,1
C14928,Chlef,Prepaid,14,2084.31,18.09,46,1,1,38.2,0
C14929,Biskra,Prepaid,12,1236.97,3.74,27,0,4,-10.1,0
C14930,Constantine,Prepaid,12,1851.83,40.71,21,0,5,-20.0,0
C14931,Ouargla,Prepaid,8,1910.66,16.42,56,1,4,60.1,1
C14932,Batna,Prepaid,9,1239.38,0.74,76,0,4,7.3,0
C14933,Ouargla,Prepaid,3,1719.57,0.5,28,1,4,-9.5,0
C14934,Oran,Prepaid,15,1312.06,18.65,40,1,2,38.2,0
C14935,Algiers,Postpaid,11,2407.85,0.56,62,0,1,48.2,0
C14936,Bejaia,Prepaid,21,1996.87,2.99,39,0,1,-20.0,0
C14937,Oran,Prepaid,6,1360.0,2.22,44,0,3,-1.7,0
C14938,Algiers,Prepaid,17,744.59,24.24,58,0,1,22.2,0
C14939,Setif,Postpaid,17,2467.98,4.73,37,0,1,23.5,0
C14940,Annaba,Postpaid,28,1762.35,0.5,60,0,1,38.7,0
C14941,Algiers,Prepaid,14,1758.54,32.5,47,0,4,12.3,0
C14942,Tizi Ouzou,Prepaid,50,821.68,13.48,41,0,2,50.5,0
C14943,Algiers,Postpaid,21,1724.25,9.73,53,0,1,5.4,0
C14944,Ouargla,Prepaid,15,692.46,1.85,61,0,4,33.0,0
C14945,Tlemcen,Postpaid,9,2967.47,4.7,48,0,1,-1.3,0
C14946,Chlef,Postpaid,37,2178.2,4.37,2,0,1,82.6,0
C14947,Setif,Prepaid,36,1191.35,15.07,58,0,3,25.9,0
C14948,Biskra,Prepaid,26,953.72,9.75,39,0,1,-10.5,0
C14949,Tiaret,Postpaid,3,1803.48,2.15,51,0,1,28.3,0
C14950,Chlef,Postpaid,23,2245.62,11.44,42,0,1,27.9,0
C14951,Ouargla,Prepaid,19,2054.16,3.82,42,1,2,31.1,0
C14952,Tlemcen,Prepaid,13,1779.04,8.3,24,0,2,-0.1,0
C14953,Tlemcen,Postpaid,10,2349.73,8.81,15,0,1,-8.8,0
C14954,Tiaret,Postpaid,18,1950.81,16.71,35,0,1,84.0,0
C14955,Tlemcen,Prepaid,22,400.0,7.1,44,0,6,16.9,0
C14956,Oran,Prepaid,14,1424.69,50.94,22,0,1,38.9,0
C14957,Biskra,Prepaid,13,2415.31,12.51,47,0,3,22.9,0
C14958,Chlef,Prepaid,26,830.87,2.84,15,1,2,2.8,0
C14959,Chlef,Prepaid,21,1534.89,6.39,79,0,4,7.6,0
C14960,Bejaia,Prepaid,11,875.75,4.13,49,1,1,-8.7,1
C14961,Constantine,Postpaid,7,2859.56,2.35,55,0,1,-13.7,0
C14962,Setif,Prepaid,49,1143.42,15.98,46,0,3,27.5,0
C14963,Oran,Prepaid,12,1783.13,28.34,81,0,4,11.8,0
C14964,Setif,Postpaid,16,2643.2,5.51,34,0,1,-20.0,0
C14965,Oran,Prepaid,5,1863.59,12.83,33,0,2,23.6,1
C14966,Chlef,Prepaid,13,1121.69,3.12,46,2,1,2.7,1
C14967,Tizi Ouzou,Prepaid,10,1649.58,9.72,82,0,2,2.0,0
C14968,Annaba,Postpaid,8,1361.25,0.5,68,1,1,39.6,0
C14969,Ouargla,Prepaid,62,1954.86,25.46,38,2,3,-6.2,0
C14970,Constantine,Prepaid,11,1765.49,7.84,23,1,3,-20.0,0
C14971,Chlef,Postpaid,56,1937.66,12.08,34,1,1,11.5,0
C14972,Blida,Prepaid,14,1127.86,18.05,48,1,4,-3.5,0
C14973,Tlemcen,Postpaid,24,900.0,0.9,92,1,1,24.3,0
C14974,Bejaia,Prepaid,27,1530.82,12.86,27,0,6,39.0,0
C14975,Biskra,Postpaid,19,1632.03,3.41,29,1,1,1.5,0
C14976,Ouargla,Prepaid,50,1786.4,1.06,46,0,2,4.9,0
C14977,Ghardaia,Prepaid,38,1045.57,11.75,40,0,2,38.9,0
C14978,Biskra,Prepaid,2,2307.29,9.99,88,0,1,36.2,1
C14979,Biskra,Prepaid,29,1812.68,14.93,14,0,5,20.7,0
C14980,Biskra,Prepaid,27,1231.39,22.78,53,0,5,20.9,0
C14981,Oran,Prepaid,30,1390.39,1.51,78,0,3,48.1,0
C14982,Setif,Prepaid,9,1104.12,9.56,73,1,2,4.5,1
C14983,Tiaret,Postpaid,16,2318.67,15.86,56,2,1,-20.0,0
C14984,Tlemcen,Prepaid,11,756.94,10.72,41,0,3,39.3,1
C14985,Tiaret,Prepaid,20,1390.56,16.75,67,0,3,49.8,0
C14986,Ghardaia,Postpaid,44,2904.81,2.29,65,0,1,43.1,0
C14987,Annaba,Prepaid,11,1114.85,3.12,35,2,4,-20.0,1
C14988,Algiers,Prepaid,23,1937.34,5.4,49,0,3,-9.2,0
C14989,Annaba,Prepaid,14,1181.2,3.83,94,1,4,14.4,0
C14990,Oran,Postpaid,5,2637.56,14.6,50,0,1,-12.5,0
C14991,Tizi Ouzou,Prepaid,34,400.0,2.27,49,0,2,39.9,1
C14992,Tlemcen,Postpaid,2,941.35,20.64,41,1,1,25.8,0
C14993,Oran,Prepaid,20,1105.41,9.26,43,0,3,19.4,0
C14994,Batna,Postpaid,19,1403.69,12.43,78,1,1,-9.3,0
C14995,Bejaia,Prepaid,22,1470.61,7.72,95,1,2,18.7,1
C14996,Bejaia,Prepaid,25,932.48,15.89,19,1,3,-9.5,0
C14997,Algiers,Prepaid,24,1554.04,14.69,41,2,4,34.1,0
C14998,Setif,Prepaid,17,2177.42,19.06,56,0,3,26.7,0
C14999,Biskra,Prepaid,17,2019.99,8.33,67,0,5,4.0,0
C15000,Tiaret,Prepaid,32,1288.46,7.81,53,0,1,-15.4,0
C15001,Biskra,Prepaid,4,1331.31,0.8,57,0,3,-2.7,0
C15002,Tiaret,Prepaid,4,590.8,21.76,39,2,4,35.8,1
C15003,Constantine,Postpaid,15,2117.38,29.64,74,0,1,-4.6,0
C15004,Oran,Prepaid,15,754.04,2.4,68,0,3,54.8,0
C15005,Algiers,Prepaid,10,1452.47,0.5,72,0,6,15.3,1
C15006,Tiaret,Prepaid,27,548.97,8.62,11,0,2,32.8,0
C15007,Constantine,Prepaid,25,1032.17,4.59,69,1,3,-12.1,0
C15008,Tiaret,Prepaid,18,2009.28,14.41,42,0,4,-20.0,0
C15009,Algiers,Prepaid,7,780.38,3.06,2,0,4,5.4,0
C15010,Constantine,Prepaid,3,1753.08,47.61,56,2,3,23.7,1
C15011,Batna,Prepaid,11,1144.35,17.97,81,0,7,21.8,0
C15012,Blida,Prepaid,6,2168.08,0.5,77,1,5,24.8,1
C15013,Chlef,Prepaid,44,1202.11,6.25,29,0,3,19.4,0
C15014,Chlef,Prepaid,12,888.64,3.03,44,0,4,-16.6,0
C15015,Ouargla,Prepaid,13,1661.03,4.58,29,0,4,13.0,0
C15016,Ghardaia,Prepaid,22,1753.05,4.28,50,0,3,46.2,0
C15017,Tiaret,Postpaid,6,1801.45,18.23,63,1,1,-14.6,0
C15018,Setif,Prepaid,3,1251.4,15.7,79,0,3,5.0,0
C15019,Constantine,Prepaid,19,1894.48,3.05,51,0,2,-10.5,0
C15020,Blida,Prepaid,28,749.46,12.85,38,0,2,-9.6,0
C15021,Constantine,Prepaid,4,1013.3,13.66,71,0,2,-1.9,1
C15022,Tiaret,Prepaid,15,1730.52,11.64,69,0,4,23.8,0
C15023,Ouargla,Prepaid,8,1184.53,14.52,65,2,4,11.0,1
C15024,Ghardaia,Postpaid,2,2268.52,11.16,49,1,1,5.8,0
C15025,Setif,Postpaid,19,3032.68,10.03,57,1,1,22.4,0
C15026,Tiaret,Prepaid,11,2102.25,2.99,61,0,3,22.4,0
C15027,Tizi Ouzou,Prepaid,28,1136.81,4.56,21,0,1,4.8,0
C15028,Oran,Prepaid,2,1895.6,8.36,34,0,2,1.7,0
C15029,Ouargla,Prepaid,15,2302.36,5.15,36,0,4,39.1,0
C15030,Tizi Ouzou,Prepaid,11,1696.03,5.95,48,0,3,-20.0,0
C15031,Algiers,Prepaid,3,972.84,0.64,22,0,4,10.4,1
C15032,Blida,Prepaid,18,1067.25,12.42,13,0,2,13.9,0
C15033,Ouargla,Prepaid,6,655.47,5.48,76,0,2,-2.8,1
C15034,Tlemcen,Prepaid,4,979.92,55.92,45,0,1,32.5,1
C15035,Setif,Prepaid,32,1274.11,4.52,20,0,1,-20.0,0
C15036,Chlef,Prepaid,11,451.23,1.86,61,1,2,-17.6,1
C15037,Oran,Postpaid,42,2149.21,39.12,76,0,1,31.9,0
C15038,Setif,Prepaid,7,1028.19,13.87,21,0,2,-20.0,0
C15039,Tiaret,Prepaid,34,1736.41,46.49,51,0,4,9.4,0
C15040,Bejaia,Prepaid,15,1011.37,18.56,57,1,3,21.9,0
C15041,Biskra,Prepaid,27,2002.93,4.69,29,1,2,10.0,0
C15042,Oran,Prepaid,9,400.0,8.93,67,1,3,-15.0,0
C15043,Batna,Prepaid,44,1996.43,7.08,77,1,4,-15.4,0
C15044,Batna,Prepaid,22,979.16,5.37,52,0,3,3.9,0
C15045,Chlef,Postpaid,19,3156.14,17.87,60,1,1,3.2,0
C15046,Blida,Prepaid,29,709.64,12.71,63,0,3,22.0,0
C15047,Algiers,Prepaid,13,1731.8,19.56,46,1,3,18.1,0
C15048,Batna,Prepaid,21,2278.07,1.8,44,3,3,20.1,1
C15049,Ghardaia,Prepaid,20,1268.63,28.53,83,0,4,10.2,0
C15050,Bejaia,Postpaid,12,2840.12,15.56,75,0,1,39.2,0
C15051,Constantine,Postpaid,24,3676.9,16.85,15,1,1,20.0,0
C15052,Blida,Prepaid,29,1052.59,1.11,26,1,3,3.8,0
C15053,Constantine,Prepaid,34,2103.91,8.56,76,0,2,-6.7,0
C15054,Setif,Prepaid,10,1352.22,3.15,84,0,1,2.0,0
